StockCode,total_orders,total_sales,maximum_sales,minimum_sales,mean_sales,median_sales,sales_figure,maximum_figure,minimum_figure,mean_figure,median_figure,cus_count,max_order_cus,mean_order_cus,median_order_cus,refund_ratio,max_order_gap,min_order_gap
21015,62,1159,96,-4,18.69354839,24,351.23,27.84,-1.16,5.665,6.96,52,3,1.192307692,1,0.003439381,77,0
21018,5,22,15,1,4.4,2,18.7,12.75,0.85,3.74,1.7,4,2,1.25,1,0,8,0
21025,16,100,20,1,6.25,4,127.25,21.2,1.25,7.953125,5.585,14,3,1.142857143,1,0,69,0
21026,25,143,20,1,5.72,2,177.37,25,1.25,7.0948,2.5,20,2,1.25,1,0,82,0
21027,19,101,20,1,5.315789474,4,122.45,21.2,1.25,6.444736842,5,16,2,1.1875,1,0,41,0
21028,20,114,20,1,5.7,3,143.37,21.2,1.25,7.1685,4.335,15,4,1.333333333,1,0,72,0
21030,23,121,12,1,5.260869565,2,153.67,15,1.25,6.681304348,3.75,19,2,1.210526316,1,0,124,0
21031,11,40,10,1,3.636363636,1,51.21,12.5,1.25,4.655454545,1.25,9,2,1.222222222,1,0,137,0
21032,16,65,12,1,4.0625,1.5,84.88,15,1.25,5.305,2.48,13,3,1.230769231,1,0,161,0
21033,110,921,100,-1,8.372727273,3,1932.96,179,-1.79,17.57236364,6.24,75,9,1.466666667,1,0.001084599,31,0
21034,912,1800,30,-10,1.973684211,1,1710,28.5,-9.5,1.875,0.95,464,30,1.965517241,1,0.011532125,14,0
21035,221,2001,200,-100,9.054298643,4,5933.13,550,-275,26.84674208,13.26,148,7,1.493243243,1,0.090867787,16,0
21038,24,75,10,-2,3.125,2,80.85,17.7,-5.9,3.36875,2.37,20,2,1.2,1,0.025974026,52,0
21039,78,497,100,-6,6.371794872,6,1251.51,210,-15.3,16.045,15.3,57,6,1.368421053,1,0.023575639,29,0
21040,8,22,5,1,2.75,2.5,29.7,7.65,1.58,3.7125,3.25,8,1,1,1,0,47,0
21041,149,573,48,-1,3.845637584,2,1690.35,141.6,-2.95,11.34463087,5.9,100,21,1.49,1,0.005208333,16,0
21042,112,294,10,-2,2.625,3,1750.6,59.5,-11.9,15.63035714,17.85,72,10,1.555555556,1,0.02,36,0
21043,58,443,60,1,7.637931034,5,931.85,117,1.95,16.06637931,9.75,52,3,1.115384615,1,0,33,0
21051,21,95,24,1,4.523809524,3,199.5,50.4,2.1,9.5,6.3,20,2,1.05,1,0,116,0
21054,27,68,19,1,2.518518519,1,608.6,170.05,8.95,22.54074074,8.95,24,2,1.125,1,0,105,0
21055,83,138,6,-6,1.662650602,1,1296.54,53.7,-53.7,15.62096386,8.95,62,6,1.338709677,1,0.041666667,34,0
21056,66,167,40,-1,2.53030303,1,1546.81,318,-8.95,23.43651515,8.95,45,6,1.466666667,1,0.01183432,51,0
21058,92,1035,144,-12,11.25,6,843.87,103.68,-10.2,9.1725,5.1,67,4,1.373134328,1,0.011461318,28,0
21059,76,556,24,-12,7.315789474,6,472.6,20.4,-10.2,6.218421053,5.1,66,4,1.151515152,1,0.021126761,23,0
21060,51,342,24,1,6.705882353,5,290.7,20.4,0.85,5.7,4.25,45,2,1.133333333,1,0,33,0
21061,50,398,48,1,7.96,4.5,338.3,40.8,0.85,6.766,3.825,47,2,1.063829787,1,0,34,0
21062,61,489,36,1,8.016393443,10,415.65,30.6,0.85,6.813934426,8.5,54,3,1.12962963,1,0,24,0
21063,78,468,24,1,6,3,398.58,20.4,0.85,5.11,2.55,63,3,1.238095238,1,0,25,0
21064,47,114,16,1,2.425531915,1,678.3,95.2,5.95,14.43191489,5.95,34,4,1.382352941,1,0,36,0
21065,40,481,96,1,12.025,2,831.55,120,5.95,20.78875,11.9,27,5,1.481481481,1,0,42,0
21066,42,675,432,-12,16.07142857,4.5,641.37,345.6,-15,15.27071429,5.625,32,4,1.3125,1,0.017467249,44,0
21067,47,176,24,-23,3.744680851,2,220,30,-24.38,4.680851064,2.5,30,5,1.566666667,1,0.133004926,39,0
21068,126,1485,432,-36,11.78571429,6,1582.05,345.6,-38.16,12.55595238,6.36,81,15,1.555555556,1,0.027504912,19,0
21069,53,1167,701,-701,22.01886792,6,1305.99,743.06,-743.06,24.64132075,7.5,35,5,1.514285714,1,0.375267666,36,0
21070,78,1030,432,1,13.20512821,2,1052.41,345.6,1.25,13.4924359,2.5,51,14,1.529411765,1,0,35,0
21071,111,843,60,-6,7.594594595,6,1019.62,63.6,-6.36,9.185765766,7.5,72,16,1.541666667,1,0.007067138,24,0
21078,205,2494,96,1,12.16585366,6,1982.08,69.12,0.85,9.668682927,5.1,148,5,1.385135135,1,0,25,0
21080,739,12070,192,-12,16.33288227,12,9462.72,138.24,-10.2,12.80476319,10.2,422,18,1.751184834,1,0.00140647,13,0
21084,103,2117,240,-24,20.55339806,24,448.27,45.6,-4.56,4.352135922,4.56,88,4,1.170454545,1,0.011209715,26,0
21086,293,6553,216,1,22.36518771,12,3986.09,114.48,0.65,13.60440273,7.8,166,11,1.765060241,1,0,14,0
21087,10,126,27,1,12.6,12,62.12,15.6,0.19,6.212,4.84,10,1,1,1,0,20,0
21088,74,1540,216,-12,20.81081081,12,338.58,41.04,-2.28,4.575405405,4.56,67,3,1.104477612,1,0.007731959,35,0
21089,24,231,24,1,9.625,12,45.73,4.56,0.19,1.905416667,2.28,23,2,1.043478261,1,0,83,0
21090,119,1619,240,-12,13.60504202,12,687.63,93.6,-4.68,5.778403361,4.68,97,8,1.226804124,1,0.021752266,33,0
21094,326,7327,288,1,22.47546012,12,5476.13,184.32,0.83,16.79794479,10.2,178,15,1.831460674,1,0,15,0
21095,9,95,24,2,10.55555556,11,80.75,20.4,1.7,8.972222222,9.35,9,1,1,1,0,54,0
21096,70,1143,192,1,16.32857143,12,479.25,74.88,0.39,6.846428571,4.68,63,3,1.111111111,1,0,45,0
21098,162,2981,1200,-36,18.40123457,3,3423.78,1272,-38.16,21.13444444,3.75,104,12,1.557692308,1,0.011932383,193,0
21100,8,43,20,1,5.375,2.5,70.95,33,1.65,8.86875,4.125,7,2,1.142857143,1,0,39,0
21106,35,193,24,1,5.514285714,2,530.95,61.2,2.95,15.17,5.9,30,2,1.166666667,1,0,79,0
21107,65,600,72,1,9.230769231,6,1606.8,183.6,2.95,24.72,17.7,48,7,1.354166667,1,0,32,0
21108,185,6746,3114,-3114,36.46486486,18,10550.37,6539.4,-6539.4,57.02902703,14.22,154,4,1.201298701,1,0.317068232,35,0
21109,49,595,96,1,12.14285714,2,1659.45,187.2,6.75,33.86632653,13.5,38,4,1.289473684,1,0,40,0
21110,81,773,96,-2,9.543209877,2,2281.55,214.2,-13.5,28.16728395,13.5,62,5,1.306451613,1,0.002580645,55,0
21111,39,588,96,1,15.07692308,6,1038.6,122.4,2.95,26.63076923,17.7,35,4,1.114285714,1,0,107,0
21112,46,1245,240,1,27.06521739,6,2551.83,708,2.95,55.47456522,17.7,37,3,1.243243243,1,0,55,0
21114,133,1332,40,-10,10.01503759,10,1680.28,50,-12.5,12.63368421,12.5,104,7,1.278846154,1,0.007451565,20,0
21115,105,365,120,1,3.476190476,2,2272.11,642,6.75,21.63914286,13.5,81,6,1.296296296,1,0,22,0
21116,117,488,57,1,4.170940171,3,2330.9,242.25,4.95,19.92222222,14.85,80,9,1.4625,1,0,26,0
21117,17,115,12,1,6.764705882,4,149.25,15,1.25,8.779411765,6.75,11,4,1.545454545,1,0,90,0
21121,336,6345,288,-24,18.88392857,17,7602.93,305.28,-30,22.62776786,21.25,230,16,1.460869565,1,0.007508212,16,0
21122,313,5102,288,-24,16.30031949,7,6159.83,305.28,-30,19.67996805,8.75,211,15,1.483412322,1,0.009512716,19,0
21123,99,922,72,-24,9.313131313,3,1149.56,90,-30,11.61171717,3.75,63,9,1.571428571,1,0.025369979,24,0
21124,231,3886,288,-24,16.82251082,10,4693.34,305.28,-30,20.31748918,12.5,177,7,1.305084746,1,0.012452351,20,0
21125,70,593,60,-1,8.471428571,12,741.25,75,-1.25,10.58928571,15,58,5,1.206896552,1,0.003361345,23,0
21126,68,476,24,1,7,5.5,590.44,30,1.25,8.682941176,6.875,56,4,1.214285714,1,0,25,0
21128,15,39,8,1,2.6,2,268.56,47.6,6.95,17.904,13.9,11,3,1.363636364,1,0,51,0
21129,21,43,8,-2,2.047619048,1,318.4,48.65,-13.9,15.16190476,12.46,14,5,1.5,1,0.044444444,71,0
21131,15,63,30,1,4.2,1,252.75,112.5,4.25,16.85,4.25,10,4,1.5,1,0,118,0
21132,14,33,4,1,2.357142857,1.5,140.25,17,4.25,10.01785714,6.375,12,2,1.166666667,1,0,98,0
21135,164,2374,576,-288,14.47560976,8,2782.3,148.72,-115.2,16.9652439,13.52,120,6,1.366666667,1,0.109527382,14,0
21136,357,4394,176,-8,12.30812325,8,7352.82,255.2,-13.52,20.59613445,13.52,254,8,1.405511811,1,0.002044061,13,0
21137,300,9927,480,-4,33.09,8,34021.11,1627.2,-15,113.4037,30,135,17,2.222222222,1,0.001508751,17,0
21143,31,294,84,-1,9.483870968,6,573.3,163.8,-1.95,18.49354839,11.7,27,3,1.148148148,1,0.006756757,60,0
21144,1,-12,-12,-12,-12,-12,-4.56,-4.56,-4.56,-4.56,-4.56,1,1,1,1,1,0,0
21145,8,122,24,10,15.25,12,152.5,30,12.5,19.0625,15,8,1,1,1,0,128,0
21147,21,88,12,1,4.19047619,4,198.48,25.2,2.1,9.451428571,8.4,11,10,1.909090909,1,0,213,0
21154,259,2893,200,-200,11.16988417,4,3414.87,212,-212,13.18482625,5,169,10,1.532544379,1,0.068276973,20,0
21155,367,2197,250,-200,5.986376022,6,5303.29,525,-420,14.45038147,15.3,205,31,1.790243902,1,0.097741273,12,0
21156,293,2880,120,-8,9.829351536,8,5291.46,198,-15.6,18.05959044,15.6,199,11,1.472361809,1,0.01336074,20,0
21157,15,49,11,1,3.266666667,1,102.9,23.1,2.1,6.86,2.1,12,2,1.25,1,0,120,0
21158,151,1370,240,-24,9.072847682,3,664.68,93.6,-9.36,4.401854305,1.45,101,7,1.495049505,1,0.017216643,24,0
21159,105,1078,240,1,10.26666667,2,530.66,93.6,0.39,5.053904762,1.56,72,6,1.458333333,1,0,24,0
21161,37,131,24,1,3.540540541,2,189.95,34.8,1.45,5.133783784,2.9,25,6,1.48,1,0,21,0
21162,132,1356,240,1,10.27272727,3,673,93.6,0.39,5.098484848,1.56,96,6,1.375,1,0,27,0
21163,120,1175,121,-1,9.791666667,3,602.61,47.19,-1.25,5.02175,1.56,87,5,1.379310345,1,0.00085034,23,0
21164,240,1644,144,-6,6.85,4.5,4644.12,367.2,-17.7,19.3505,13.275,161,5,1.49068323,1,0.003636364,15,0
21165,360,3896,192,-12,10.82222222,4,6195.44,278.4,-20.28,17.20955556,6.76,174,16,2.068965517,1,0.003070624,15,0
21166,588,9242,336,-48,15.71768707,6,18322.87,809.76,-81.12,31.16134354,12.09,276,17,2.130434783,1,0.009325758,52,0
21167,24,991,100,-50,41.29166667,37.5,208.11,21,-10.5,8.67125,7.875,20,2,1.2,1,0.04803074,57,0
21169,343,4018,240,-12,11.71428571,5,6342.34,348,-20.28,18.49078717,8.45,185,13,1.854054054,1,0.004459861,33,0
21171,60,424,96,1,7.066666667,2,566.8,120,1.45,9.446666667,2.9,43,7,1.395348837,1,0,21,0
21172,371,3234,96,-12,8.716981132,4,4561.82,120,-17.4,12.29601078,5.8,229,14,1.620087336,1,0.004003696,82,0
21174,358,3627,240,1,10.13128492,5,7706.14,573.6,1.95,21.52553073,10.4,215,12,1.665116279,1,0,16,0
21175,686,9701,2000,-2000,14.14139942,6,21686.57,3700,-3700,31.6130758,15.3,335,20,2.047761194,1,0.173045776,13,0
21179,175,1773,144,-12,10.13142857,4,1016.55,56.16,-4.68,5.808857143,2.73,122,9,1.43442623,1,0.006722689,19,0
21181,675,11199,456,-48,16.59111111,12,22387.52,1089.84,-88.8,33.1666963,25.2,350,19,1.928571429,1,0.007708666,34,0
21187,35,330,48,1,9.428571429,6,525.3,69.6,1.65,15.00857143,9.9,30,3,1.166666667,1,0,79,0
21188,34,294,48,1,8.647058824,9,838.5,122.4,2.95,24.66176471,26.55,27,3,1.259259259,1,0,29,0
21189,25,136,12,1,5.44,4,224.4,19.8,1.65,8.976,6.6,24,2,1.041666667,1,0,56,0
21190,8,118,110,-50,14.75,1.5,172.7,159.5,-72.5,21.5875,2.475,6,3,1.333333333,1,0.297619048,238,0
21191,42,360,48,1,8.571428571,6,716.64,81.12,2.1,17.06285714,12.6,36,2,1.166666667,1,0,59,0
21192,43,925,288,1,21.51162791,5,1391.85,417.6,1.65,32.36860465,8.25,32,6,1.34375,1,0,48,0
21194,41,392,48,-6,9.56097561,10,337.45,50.4,-3.9,8.230487805,7.8,35,4,1.171428571,1,0.024875622,43,0
21195,24,417,48,1,17.375,8,607.86,81.12,2.1,25.3275,16.8,21,2,1.142857143,1,0,28,0
21196,9,77,24,1,8.555555556,12,127.05,39.6,1.65,14.11666667,19.8,8,2,1.125,1,0,122,0
21197,13,210,48,-21,16.15384615,12,268.26,69.6,-34.65,20.63538462,19.8,12,2,1.083333333,1,0.090909091,73,0
21198,52,880,48,-48,16.92307692,12,852,69.6,-39.6,16.38461538,19.8,46,3,1.130434783,1,0.075630252,43,0
21199,49,804,96,-48,16.40816327,12,726.6,69.6,-20.16,14.82857143,19.8,44,2,1.113636364,1,0.056338028,47,0
21200,39,1010,144,1,25.8974359,10,1272.9,208.8,1.65,32.63846154,16.5,33,5,1.181818182,1,0,57,0
21201,75,1162,144,-1,15.49333333,6,2639.1,302.4,-2.55,35.188,15.3,43,7,1.744186047,1,0.000859845,18,0
21202,21,449,192,1,21.38095238,12,404.85,124.8,1.65,19.27857143,19.8,20,2,1.05,1,0,47,0
21204,49,405,24,1,8.265306122,12,668.25,39.6,1.65,13.6377551,19.8,42,4,1.166666667,1,0,35,0
21205,54,188,12,-12,3.481481481,2,479.4,30.6,-30.6,8.877777778,5.1,43,4,1.255813953,1,0.096153846,40,0
21206,78,1218,192,-2,15.61538462,12,1443.3,124.8,-3.3,18.50384615,19.8,56,7,1.392857143,1,0.001639344,26,0
21207,85,970,48,1,11.41176471,7,1514.1,69.6,1.65,17.81294118,11.55,74,5,1.148648649,1,0,30,0
21208,57,799,96,-24,14.01754386,12,500.88,69.6,-9.36,8.787368421,4.68,47,4,1.212765957,1,0.048809524,31,0
21209,58,1082,144,-10,18.65517241,12,644.8,69.6,-3.9,11.11724138,4.68,47,4,1.234042553,1,0.017257039,36,0
21210,367,5495,288,-96,14.97275204,12,7693.91,417.6,-120,20.96433243,17.4,243,10,1.510288066,1,0.023631841,62,0
21211,68,816,192,1,12,3,1144.8,278.4,1.45,16.83529412,4.35,58,3,1.172413793,1,0,25,0
21212,1059,33125,1440,-72,31.27950897,24,16086.85,604.8,-30.24,15.19060434,13.2,629,22,1.683624801,1,0.008500703,12,0
21213,501,14127,960,-48,28.19760479,24,6759.21,384,-26.4,13.49143713,13.2,290,18,1.727586207,1,0.003386243,12,0
21215,65,867,120,1,13.33846154,3,461.25,50.4,0.55,7.096153846,1.65,50,5,1.3,1,0,28,0
21216,252,1792,120,-4,7.111111111,4,8129.82,510,-19.8,32.26119048,19.8,149,7,1.691275168,1,0.008301051,12,0
21217,259,935,120,-3,3.61003861,2,8814.25,1074,-29.85,34.03185328,19.9,167,8,1.550898204,1,0.009533898,18,0
21218,211,2018,120,-10,9.563981043,6,6927.7,390,-32.5,32.83270142,22.5,128,14,1.6484375,1,0.012236907,14,0
21219,41,321,20,1,7.829268293,10,404.88,25,1.25,9.875121951,12.5,34,3,1.205882353,1,0,32,0
21220,38,232,12,1,6.105263158,7.5,298.47,15,1.25,7.854473684,9.94,31,4,1.225806452,1,0,32,0
21221,23,200,20,1,8.695652174,10,260.89,25,1.25,11.34304348,12.5,23,1,1,1,0,69,0
21222,36,196,20,1,5.444444444,3,253.47,25,1.25,7.040833333,4.335,25,6,1.44,1,0,40,0
21224,80,721,20,-6,9.0125,10,897.45,25,-7.5,11.218125,12.5,56,6,1.428571429,1,0.008253095,19,0
21226,5,9,5,1,1.8,1,11.25,6.25,1.25,2.25,1.25,4,2,1.25,1,0,318,0
21228,2,5,4,1,2.5,2.5,6.25,5,1.25,3.125,3.125,2,1,1,1,0,29,0
21231,405,5455,144,-24,13.4691358,12,6500.85,152.64,-30,16.05148148,15,214,17,1.892523364,1,0.027455874,15,0
21232,637,9522,504,-144,14.94819466,12,11239.62,534.24,-152.64,17.64461538,15,314,18,2.02866242,1,0.038376086,16,0
21238,280,3439,96,-20,12.28214286,8,2754.54,69.12,-17,9.837642857,6.8,157,12,1.78343949,1,0.010074842,21,0
21239,200,2519,96,-20,12.595,8,2004.65,69.12,-17,10.02325,6.8,137,8,1.459854015,1,0.008267717,21,0
21240,217,3088,350,-20,14.23041475,8,2429.54,252,-17,11.19603687,6.8,147,9,1.476190476,1,0.010573534,15,0
21242,221,2910,96,-12,13.16742081,8,4606.86,139.2,-20.28,20.84552036,13.52,146,7,1.51369863,1,0.010204082,21,0
21243,147,2079,96,-8,14.14285714,8,3271.59,139.2,-13.52,22.25571429,13.52,102,7,1.441176471,1,0.003833253,17,0
21244,151,2116,96,-8,14.01324503,8,3334.12,139.2,-13.52,22.0802649,13.52,108,8,1.398148148,1,0.007038949,21,0
21245,101,902,96,1,8.930693069,8,1456.86,139.2,1.69,14.42435644,13.52,71,7,1.422535211,1,0,29,0
21246,41,173,24,-1,4.219512195,3,839.55,102,-4.95,20.47682927,14.85,33,3,1.242424242,1,0.011428571,33,0
21248,51,172,12,-1,3.37254902,2,249.4,17.4,-1.45,4.890196078,2.9,46,3,1.108695652,1,0.005780347,27,0
21249,78,666,60,1,8.538461538,6,1856.7,153,2.95,23.80384615,17.7,67,3,1.164179104,1,0,28,0
21250,17,92,36,1,5.411764706,2,257,91.8,2.95,15.11764706,5.9,15,2,1.133333333,1,0,73,0
21251,35,165,12,1,4.714285714,6,486.75,35.4,2.95,13.90714286,17.7,32,2,1.09375,1,0,28,0
21253,16,65,12,1,4.0625,2.5,191.75,35.4,2.95,11.984375,7.375,14,2,1.142857143,1,0,111,0
21257,152,461,96,-7,3.032894737,2,3519.79,667.2,-48.65,23.15651316,15.9,97,10,1.567010309,1,0.025369979,21,0
21258,113,341,32,-12,3.017699115,1,4042.01,350.4,-131.4,35.77,12.75,59,7,1.915254237,1,0.130102041,67,0
21259,238,1075,192,-3,4.516806723,2,6119.76,1152,-17.85,25.71327731,11.9,132,15,1.803030303,1,0.011039558,13,0
21260,149,1074,114,-40,7.208053691,4,3351.6,387.6,-130,22.49395973,13,102,10,1.460784314,1,0.038495971,15,0
21261,26,166,42,1,6.384615385,6,517.7,123.9,2.95,19.91153846,17.7,23,2,1.130434783,1,0,199,0
21262,51,252,24,-2,4.941176471,6,701.4,70.8,-33.9,13.75294118,17.7,40,3,1.275,1,0.019455253,96,0
21263,34,152,12,-2,4.470588235,2,296.4,23.4,-3.9,8.717647059,3.9,28,3,1.214285714,1,0.012987013,105,0
21264,38,233,24,-6,6.131578947,3,454.35,46.8,-11.7,11.95657895,5.85,31,4,1.225806452,1,0.033195021,75,0
21265,13,110,24,2,8.461538462,12,214.5,46.8,3.9,16.5,23.4,13,1,1,1,0,66,0
21268,1,2,2,2,2,2,0.84,0.84,0.84,0.84,0.84,1,1,1,1,0,0,0
21269,18,28,4,1,1.555555556,1,238,34,8.5,13.22222222,8.5,17,2,1.058823529,1,0,56,0
21270,12,13,2,1,1.083333333,1,165.75,25.5,12.75,13.8125,12.75,11,2,1.090909091,1,0,81,0
21272,68,501,144,-1,7.367647059,3,657.57,213.12,-1.25,9.670147059,3.75,49,3,1.387755102,1,0.003976143,25,0
21275,11,5,2,-4,0.454545455,1,92.75,33.9,-59.8,8.431818182,16.95,10,2,1.1,1,0.5,175,0
21277,22,21,3,-1,0.954545455,1,442,56.85,-21.95,20.09090909,21.95,19,2,1.157894737,1,0.086956522,56,0
21278,9,43,6,1,4.777777778,6,109.65,15.3,2.55,12.18333333,15.3,7,3,1.285714286,1,0,77,0
21279,12,61,12,-3,5.083333333,6,155.55,30.6,-7.65,12.9625,15.3,11,2,1.090909091,1,0.046875,69,0
21280,12,65,12,1,5.416666667,6,165.75,30.6,2.55,13.8125,15.3,12,1,1,1,0,80,0
21281,6,35,16,1,5.833333333,4.5,89.25,40.8,2.55,14.875,11.475,6,1,1,1,0,204,0
21284,18,181,96,-24,10.05555556,12,217.65,40.32,-20.28,12.09166667,20.28,17,2,1.058823529,1,0.165898618,56,0
21285,18,97,24,-24,5.388888889,3,252.71,50.4,-15.6,14.03944444,8.33,13,6,1.384615385,1,0.198347107,110,0
21286,7,97,36,1,13.85714286,12,186.15,30.6,2.55,26.59285714,30.6,7,1,1,1,0,139,0
21287,52,1773,288,3,34.09615385,12,749.43,109.44,1.52,14.41211538,4.56,45,4,1.155555556,1,0,45,0
21288,43,232,24,-24,5.395348837,3,655.6,61.2,-61.2,15.24651163,8.85,33,5,1.303030303,1,0.09375,43,0
21289,21,423,176,-16,20.14285714,16,528.75,220,-20,25.17857143,20,20,2,1.05,1,0.045146727,98,0
21291,40,920,160,1,23,16,782,136,0.85,19.55,13.6,32,4,1.25,1,0,41,0
21292,25,769,384,5,30.76,16,573.01,245.76,4.25,22.9204,13.6,25,1,1,1,0,74,0
21293,18,100,24,1,5.555555556,5,210,50.4,2.1,11.66666667,10.5,13,3,1.384615385,1,0,64,0
21294,60,1536,192,1,25.6,11,722.88,74.88,0.39,12.048,5,46,3,1.304347826,1,0,34,0
21306,37,465,72,-18,12.56756757,4,158.38,20.88,-5.22,4.280540541,2.1,34,2,1.088235294,1,0.039256198,111,0
21307,13,79,24,1,6.076923077,2,39.2,6.96,0.58,3.015384615,2.1,11,3,1.181818182,1,0,54,0
21310,1,1,1,1,1,1,29.95,29.95,29.95,29.95,29.95,1,1,1,1,0,0,0
21311,49,449,48,-21,9.163265306,3,157.36,13.92,-6.09,3.211428571,1.45,39,4,1.256410256,1,0.056722689,105,0
21313,135,2758,96,-10,20.42962963,12,2040.94,61.44,-6.4,15.11807407,10.2,94,10,1.436170213,1,0.011115095,23,0
21314,370,3341,96,-24,9.02972973,8,6767.41,177.6,-44.4,18.2902973,16.8,211,30,1.753554502,1,0.036064628,14,0
21316,10,149,88,1,14.9,4.5,156.59,69.52,0.79,15.659,3.845,9,2,1.111111111,1,0,26,0
21317,25,83,20,-1,3.32,2,445.85,109,-4.95,17.834,10.9,19,3,1.315789474,1,0.011904762,99,0
21318,47,663,72,-6,14.10638298,6,355.59,28.08,-9.9,7.565744681,7.02,38,3,1.236842105,1,0.025,19,0
21319,13,146,72,-1,11.23076923,4,127.86,52.2,-1.65,9.835384615,4.95,12,2,1.083333333,1,0.006802721,30,0
21320,13,179,72,-7,13.76923077,6,294.96,151.2,-14.7,22.68923077,8.69,10,3,1.3,1,0.037634409,35,0
21324,20,69,8,1,3.45,3,203.55,23.6,2.95,10.1775,8.85,20,1,1,1,0,41,0
21326,276,9455,288,-6,34.25724638,12,5700.55,158.4,-3.9,20.65416667,7.8,166,11,1.662650602,1,0.002216125,18,0
21327,142,519,24,1,3.654929577,2,856.35,39.6,1.65,6.030633803,3.3,98,7,1.448979592,1,0,25,0
21328,187,748,24,1,4,2,1240.76,39.6,1.65,6.635080214,3.3,133,12,1.406015038,1,0,23,0
21329,164,568,24,1,3.463414634,2,943.76,39.6,1.65,5.754634146,3.3,116,10,1.413793103,1,0,32,0
21331,7,11,4,1,1.571428571,1,140.25,51,12.75,20.03571429,12.75,7,1,1,1,0,155,0
21332,8,14,4,1,1.75,1,143.3,51,3.95,17.9125,12.75,8,1,1,1,0,74,0
21333,15,55,12,1,3.666666667,4,162.25,35.4,2.95,10.81666667,11.8,15,1,1,1,0,42,0
21336,3,8,6,1,2.666666667,1,23.6,17.7,2.95,7.866666667,2.95,3,1,1,1,0,164,0
21340,264,890,40,-9,3.371212121,1,9735.71,398,-89.55,36.87768939,12.75,174,12,1.517241379,1,0.026258206,17,0
21344,4,8,5,-3,2,3,79.6,49.75,-29.85,19.9,29.85,3,2,1.333333333,1,0.272727273,106,0
21348,5,139,112,1,27.8,1,355.65,285.6,2.95,71.13,2.95,5,1,1,1,0,29,0
21349,8,8,4,-4,1,1,54,27,-27,6.75,6.75,7,2,1.142857143,1,0.333333333,303,0
21351,33,90,18,-5,2.727272727,2,580.3,107.1,-33.75,17.58484848,13.5,27,2,1.222222222,1,0.072164948,169,0
21352,39,302,48,-6,7.743589744,4,1057.9,142.8,-40.5,27.12564103,27,36,2,1.083333333,1,0.028938907,61,0
21354,69,729,60,1,10.56521739,12,863.25,63,1.25,12.51086957,15,55,6,1.254545455,1,0,47,0
21355,110,773,24,1,7.027272727,4,956.65,30,1.25,8.696818182,5,92,4,1.195652174,1,0,34,0
21356,54,299,24,1,5.537037037,3,359,30,0.83,6.648148148,2.91,37,11,1.459459459,1,0,39,0
21357,11,19,3,1,1.727272727,2,23.75,3.75,1.25,2.159090909,2.5,9,3,1.222222222,1,0,64,0
21358,59,327,24,1,5.542372881,3,408.75,30,1.25,6.927966102,3.75,53,2,1.113207547,1,0,29,0
21359,29,125,29,-1,4.310344828,2,751.75,181.3,-3.95,25.92241379,15.95,22,3,1.318181818,1,0.015748031,63,0
21360,14,37,12,1,2.642857143,1,194.15,47.4,3.95,13.86785714,9.95,14,1,1,1,0,34,0
21361,56,87,18,-2,1.553571429,1,1076.85,197.1,-25.5,19.22946429,12.75,43,4,1.302325581,1,0.043956044,24,0
21363,101,195,15,-6,1.930693069,1,965.25,74.25,-29.7,9.556930693,4.95,68,7,1.485294118,1,0.066985646,18,0
21364,22,24,2,-1,1.090909091,1,162,13.5,-6.75,7.363636364,6.75,19,3,1.157894737,1,0.04,60,0
21365,40,296,48,1,7.4,4.5,321,36,0.75,8.025,4.125,32,2,1.25,1,0,70,0
21366,9,21,3,1,2.333333333,3,89.25,12.75,4.25,9.916666667,12.75,8,2,1.125,1,0,136,0
21367,33,150,48,1,4.545454545,1,145.55,40.8,0.75,4.410606061,2.25,28,4,1.178571429,1,0,80,0
21368,30,149,48,1,4.966666667,2,120.15,40.8,0.75,4.005,1.5,24,3,1.25,1,0,80,0
21369,12,86,12,1,7.166666667,8,127.5,15,1.25,10.625,15,11,2,1.090909091,1,0,76,0
21370,4,8,4,1,2,1.5,65.84,49.84,1.65,16.46,7.175,4,1,1,1,0,356,0
21371,29,237,48,1,8.172413793,6,246.15,36,0.75,8.487931034,9,24,2,1.208333333,1,0,39,0
21372,25,67,12,1,2.68,2,75.73,17.7,0.75,3.0292,1.5,18,3,1.388888889,1,0,95,0
21373,41,422,36,-12,10.29268293,12,316.5,27,-9,7.719512195,9,37,2,1.108108108,1,0.02764977,23,0
21374,39,258,48,1,6.615384615,2,355,60,1.25,9.102564103,3.75,36,2,1.083333333,1,0,100,0
21375,9,19,4,1,2.111111111,2,103.55,21.8,5.45,11.50555556,10.9,8,2,1.125,1,0,86,0
21376,12,27,4,1,2.25,2,147.15,21.8,5.45,12.2625,10.9,12,1,1,1,0,120,0
21377,16,69,6,1,4.3125,6,113.85,9.9,1.65,7.115625,9.9,15,2,1.066666667,1,0,61,0
21378,19,99,12,1,5.210526316,6,163.35,19.8,1.65,8.597368421,9.9,19,1,1,1,0,92,0
21379,21,123,18,1,5.857142857,6,153.75,22.5,1.25,7.321428571,7.5,20,2,1.05,1,0,80,0
21380,235,2086,168,-1,8.876595745,6,5889.5,428.4,-2.95,25.06170213,17.7,137,28,1.715328467,1,0.000479157,13,0
21381,144,1671,576,-24,11.60416667,4,2685.75,835.2,-40.56,18.65104167,6.76,86,20,1.674418605,1,0.014740566,12,0
